KAJ8019408	XP_030852855
KAJ8036488	XP_030855722
KAJ8036552	XP_011663850
KAJ8036584	XP_787142
KAJ8036712	XP_011665963
KAJ8036904	XP_797855
KAJ8036968	XP_030841090
KAJ8037000	XP_792285
KAJ8037064	NP_001001476
KAJ8037160	XP_030841010
KAJ8037224	XP_784448
KAJ8037448	XP_030839999
KAJ8037544	XP_030840006
KAJ8037576	XP_030840784
KAJ8037608	XP_785769
KAJ8037704	XP_798345
KAJ8037800	XP_030839877
KAJ8038024	XP_030840387
KAJ8038056	XP_787854
KAJ8038216	XP_030853362
KAJ8038408	XP_011662077
KAJ8038504	XP_030845657
KAJ8038664	XP_030853443
KAJ8038696	XP_011671877
KAJ8038728	XP_798916
KAJ8038920	NP_001020384
KAJ8038952	XP_030853330
KAJ8039016	XP_788102
KAJ8039048	XP_030851530
KAJ8039176	XP_030853720
KAJ8039272	XP_030839333
KAJ8039304	XP_030852951
KAJ8039400	XP_030837490
KAJ8039432	XP_030853206
KAJ8039848	XP_030851556
KAJ8040104	XP_791594
KAJ8040168	XP_003728346
KAJ8040264	XP_030851506
KAJ8040296	XP_001177162
KAJ8040328	XP_030852192
KAJ8040424	XP_030852780
KAJ8040456	XP_011667766
KAJ8040488	XP_780138
KAJ8040584	XP_785428
KAJ8040616	XP_030852024
KAJ8040712	XP_783372
KAJ8040808	XP_030839892
KAJ8041192	XP_030830948
KAJ8041224	XP_781347
KAJ8041320	XP_030831923
KAJ8041384	XP_030835484
KAJ8041544	XP_011671872
KAJ8041576	XP_030831831
KAJ8041608	XP_011664175
KAJ8041672	XP_030831557
KAJ8041704	XP_030831020
KAJ8041800	XP_003729853
KAJ8041864	XP_030831859
KAJ8041960	XP_030831685
KAJ8041992	XP_788426
KAJ8042120	XP_030831538
KAJ8042152	XP_793987
KAJ8042216	XP_030831850
KAJ8042248	XP_030831775
KAJ8042312	XP_030831862
KAJ8042440	XP_780127
KAJ8042504	XP_011660390
KAJ8042600	XP_030848007
KAJ8042728	XP_011676387
KAJ8042760	XP_780288
KAJ8042824	XP_030847957
KAJ8042920	XP_001180929
KAJ8042952	XP_030831152
KAJ8043112	XP_030847860
KAJ8043208	XP_030847369
KAJ8043272	XP_792004
KAJ8043592	XP_030848155
KAJ8043880	XP_030827935
KAJ8043912	XP_030847774
KAJ8043976	XP_030847582
KAJ8044008	XP_030847887
KAJ8044040	XP_791005
KAJ8044200	XP_030847340
KAJ8044232	NP_001123280
KAJ8044328	XP_030854308
KAJ8044424	XP_787803
KAJ8044456	XP_011675196
KAJ8044808	XP_030844258
KAJ8044840	XP_030855406
KAJ8044936	XP_003728290
KAJ8044968	XP_030854624
KAJ8045000	XP_003730466
KAJ8045032	XP_030855400
KAJ8045160	NP_999761
KAJ8045224	XP_030855689
KAJ8045256	XP_030855256
KAJ8045352	XP_030854921
KAJ8045416	XP_011666296
KAJ8045480	XP_782861
KAJ8045512	XP_783499
KAJ8045544	XP_030854805
KAJ8045576	XP_783603
KAJ8045608	XP_781178
KAJ8045672	XP_003723869
KAJ8045704	XP_030842695
KAJ8045736	XP_030855023
KAJ8045768	XP_782158
KAJ8045800	XP_003728518
KAJ8045832	XP_030854953
KAJ8045864	XP_001199278
KAJ8045928	XP_030854620
KAJ8045992	XP_030832570
KAJ8046056	XP_011676551
KAJ8046248	XP_030829008
KAJ8046376	XP_030854221
KAJ8046440	XP_030856428
KAJ8046504	XP_030827965
KAJ8046664	XP_030828304
KAJ8046728	XP_011673826
KAJ8046760	XP_001200305
KAJ8046952	XP_001192714
KAJ8047080	XP_030827854
KAJ8047144	XP_791229
KAJ8047208	XP_030855867
KAJ8047336	XP_030829637
KAJ8047400	XP_030856319
KAJ8047560	XP_011683534
KAJ8047592	XP_030828624
KAJ8047688	XP_003723848
KAJ8048104	XP_030848727
KAJ8048136	XP_030848521
KAJ8048264	XP_030849419
KAJ8049160	XP_030839274
KAJ8049416	XP_030853858
KAJ8049480	XP_030849262
KAJ8049512	XP_030835716
KAJ8049672	XP_030849128
KAJ8050376	XP_030849240
KAJ8050440	XP_030832647
KAJ8051048	XP_030849206
KAJ8051112	XP_003723418
KAJ8017673	XP_030852391
KAJ8017737	XP_030838595
KAJ8018153	XP_030851229
KAJ8018185	XP_030834438
KAJ8019433	XP_030832207
KAJ8019465	XP_030829893
KAJ8019497	XP_003724426
KAJ8019657	XP_011681382
KAJ8019785	XP_799982
KAJ8019817	XP_030830161
KAJ8019881	XP_011680545
KAJ8020073	XP_785820
KAJ8020297	XP_001178525
KAJ8020457	XP_011683752
KAJ8020489	XP_030830760
KAJ8020553	XP_011663358
KAJ8020617	XP_030845546
KAJ8020777	XP_788331
KAJ8020873	XP_787210
KAJ8021065	XP_011679753
KAJ8021193	XP_011662374
KAJ8021321	XP_030848975
KAJ8021353	XP_030844945
KAJ8021385	XP_030842518
KAJ8021481	XP_030842989
KAJ8021609	XP_001195486
KAJ8021705	XP_030842978
KAJ8021737	XP_030843035
KAJ8021769	XP_030842953
KAJ8021801	XP_030842844
KAJ8021833	XP_030842880
KAJ8022313	XP_030835031
KAJ8022345	XP_030835022
KAJ8022409	XP_030835364
KAJ8022473	XP_030835626
KAJ8022569	XP_030835975
KAJ8022665	XP_030850298
KAJ8022729	XP_030835952
KAJ8022761	XP_030855036
KAJ8022921	XP_030846578
KAJ8023049	XP_011674669
KAJ8023145	XP_030835659
KAJ8023433	XP_030845086
KAJ8023785	XP_030845346
KAJ8023849	XP_787831
KAJ8023945	XP_030848351
KAJ8024105	XP_030844947
KAJ8024137	XP_780037
KAJ8024425	XP_786169
KAJ8024457	XP_030846283
KAJ8024489	XP_030834410
KAJ8024521	XP_030846244
KAJ8024713	XP_030845975
KAJ8024745	XP_030846488
KAJ8024809	XP_788585
KAJ8024937	XP_030846739
KAJ8024969	NP_001164287
KAJ8025001	XP_030846558
KAJ8025321	XP_011665475
KAJ8025353	XP_795869
KAJ8025385	XP_030841937
KAJ8025417	NP_001157279
KAJ8025609	NP_999635
KAJ8025641	XP_030841989
KAJ8025673	XP_787711
KAJ8025705	XP_030841347
KAJ8025801	XP_003723328
KAJ8025897	XP_030842135
KAJ8025929	XP_030848415
KAJ8025961	XP_030842059
KAJ8025993	XP_781503
KAJ8026185	XP_786489
KAJ8026217	XP_030841566
KAJ8026281	XP_030841382
KAJ8026313	XP_030841353
KAJ8026601	XP_791482
KAJ8026921	XP_785342
KAJ8027113	XP_030851074
KAJ8027273	XP_030850099
KAJ8027305	XP_030850784
KAJ8027465	XP_790549
KAJ8027529	XP_030850552
KAJ8027881	XP_030836402
KAJ8028009	XP_783888
KAJ8028073	XP_030836106
KAJ8028105	XP_003730344
KAJ8028297	XP_030837075
KAJ8028457	XP_001180621
KAJ8028553	XP_030836470
KAJ8028585	XP_801851
KAJ8028649	NP_999777
KAJ8028809	XP_030837001
KAJ8028841	XP_001185285
KAJ8028873	NP_999665
KAJ8028905	XP_030832258
KAJ8029001	XP_786851
KAJ8029033	XP_030832786
KAJ8029097	XP_030832230
KAJ8029193	XP_030832215
KAJ8029225	XP_011670686
KAJ8029289	XP_030832440
KAJ8029321	XP_030853863
KAJ8029417	XP_011679984
KAJ8029481	XP_030844322
KAJ8029769	XP_011669247
KAJ8029961	XP_030832870
KAJ8030057	XP_030851407
KAJ8030441	XP_030837893
KAJ8030761	XP_030835218
KAJ8030825	XP_003725716
KAJ8030953	XP_030838011
KAJ8030985	XP_030837446
KAJ8031017	XP_800791
KAJ8031113	XP_030837977
KAJ8031145	XP_030837479
KAJ8031209	XP_030838007
KAJ8031529	XP_030844496
KAJ8031561	XP_001200632
KAJ8031977	XP_030845379
KAJ8032265	XP_011677432
KAJ8032393	XP_781457
KAJ8032809	XP_011669005
KAJ8032841	XP_030844924
KAJ8033001	XP_030838979
KAJ8033065	XP_030839324
KAJ8033193	XP_030850053
KAJ8033321	XP_030853842
KAJ8033353	NP_999826
KAJ8033673	XP_030847563
KAJ8033737	XP_030838798
KAJ8033865	XP_030836704
KAJ8034089	XP_030839307
KAJ8034121	XP_030839074
KAJ8034313	XP_030833993
KAJ8034793	XP_030834323
KAJ8035209	XP_030834030
KAJ8035529	XP_003729518
KAJ8035593	XP_787535
KAJ8035689	XP_030829443
KAJ8035753	XP_030855727
KAJ8035785	XP_011680279
KAJ8035817	XP_001200580
KAJ8035945	XP_786911
KAJ8035977	NP_999816
KAJ8036073	XP_030828621
KAJ8036169	XP_786640
KAJ8036329	XP_030829209
KAJ8036457	XP_030853225
KAJ8036489	XP_003724077
KAJ8036585	XP_782857
KAJ8036681	XP_030856275
KAJ8036745	XP_030841555
KAJ8036905	XP_030839862
KAJ8037097	NP_001091921
KAJ8037129	XP_795989
KAJ8037161	XP_797673
KAJ8037257	XP_030840459
KAJ8037417	XP_001200590
KAJ8037449	XP_030840003
KAJ8037545	XP_030840756
KAJ8037577	XP_001185164
KAJ8037609	XP_030840180
KAJ8037641	XP_030840127
KAJ8037673	XP_781869
KAJ8037705	XP_030840085
KAJ8043468	XP_030838103
KAJ8043596	XP_003726492
KAJ8043788	XP_788089
KAJ8043884	XP_003727659
KAJ8043948	XP_790738
KAJ8043980	XP_030848146
KAJ8044044	XP_030847916
KAJ8044076	XP_001185918
KAJ8044140	XP_030847639
KAJ8044204	XP_780763
KAJ8044236	XP_030847717
KAJ8044268	XP_011667037
KAJ8044332	XP_030855439
KAJ8044428	XP_782338
KAJ8044460	XP_791892
KAJ8044524	XP_011662015
KAJ8042892	XP_030847908
KAJ8042924	XP_786545
KAJ8043276	XP_003728973
KAJ8042764	XP_030847414
KAJ8042796	XP_030848026
KAJ8042444	XP_030833687
KAJ8042252	XP_011672089
KAJ8050383	XP_030848874
KAJ8049647	XP_030848746
KAJ8023987	XP_030833719
KAJ8023859	XP_030845505
KAJ8023891	XP_030849943
KAJ8041868	XP_786155
KAJ8041932	XP_791905
KAJ8041964	XP_030831883
KAJ8042028	XP_030831193
KAJ8042156	XP_011674392
KAJ8042220	XP_030831336
KAJ8049807	XP_030834984
KAJ8049903	XP_003729190
KAJ8023923	XP_011672256
KAJ8023955	XP_030845498
KAJ8023763	XP_030845515
KAJ8040748	XP_030852555
KAJ8040780	XP_011661560
KAJ8041068	XP_784304
KAJ8041324	XP_030831181
KAJ8041356	XP_030831002
KAJ8041420	XP_030831142
KAJ8041516	XP_798689
KAJ8041580	XP_781850
KAJ8041612	XP_795365
KAJ8041644	XP_030832112
KAJ8041836	XP_030831474
KAJ8040396	XP_030852816
KAJ8040428	XP_030852123
KAJ8040716	XP_003724415
KAJ8039980	XP_030852180
KAJ8040172	XP_788295
KAJ8039532	XP_030852949
KAJ8022387	XP_030835097
KAJ8022227	XP_030835424
KAJ8032780	XP_030839310
KAJ8032876	XP_780940
KAJ8032396	XP_001181408
KAJ8032492	XP_784941
KAJ8032108	XP_030837804
KAJ8033231	XP_003730873
KAJ8033391	XP_030839691
KAJ8029798	XP_001182487
KAJ8029894	XP_030832129
KAJ8029958	XP_795888
KAJ8030022	XP_797993
KAJ8030054	XP_030832237
KAJ8032303	XP_030844298
KAJ8032399	XP_030844432
KAJ8032527	XP_030839844
KAJ8032111	XP_003730730
KAJ8032175	XP_784134
KAJ8032207	XP_030844169
KAJ8024911	XP_030846684
KAJ8025007	XP_011663252
KAJ8025039	XP_011681135
KAJ8025071	XP_030846440
KAJ8025199	XP_030848172
KAJ8025231	XP_030846248
KAJ8025295	XP_030846151
KAJ8025327	XP_795649
KAJ8025391	XP_030841568
KAJ8025423	XP_030841721
KAJ8025487	XP_030841764
KAJ8025519	XP_003730604
KAJ8022883	XP_003723402
KAJ8049519	XP_030845794
KAJ8023475	XP_786750
KAJ8023123	XP_788775
KAJ8049103	XP_030849515
KAJ8048943	XP_030842561
KAJ8043279	XP_030848200
KAJ8043375	XP_030847278
KAJ8043503	XP_030848315
KAJ8043983	XP_788036
KAJ8044047	XP_030830816
KAJ8044239	XP_003726785
KAJ8044431	XP_030854807
KAJ8044463	XP_030855084
KAJ8044687	XP_030855338
KAJ8044751	XP_030855432
KAJ8044783	XP_011673522
KAJ8044975	XP_030854204
KAJ8045007	XP_030855670
KAJ8045039	XP_787126
KAJ8045135	XP_030855619
KAJ8045199	XP_003723268
KAJ8045263	XP_030855492
KAJ8045327	XP_011670839
KAJ8045423	XP_787834
KAJ8045551	XP_011675891
KAJ8045615	XP_030855348
KAJ8045679	XP_011663039
KAJ8045807	NP_999754
KAJ8045839	XP_030855449
KAJ8045967	XP_030854296
KAJ8046031	XP_786560
KAJ8046063	XP_030855503
KAJ8046127	XP_030855369
KAJ8046191	NP_001091920
KAJ8046255	XP_030856351
KAJ8046319	XP_030855970
KAJ8046383	XP_030852931
KAJ8039183	XP_788453
KAJ8039215	XP_030853963
KAJ8039311	XP_030853325
KAJ8039535	XP_030853637
KAJ8039567	XP_030852871
KAJ8039663	XP_030851674
KAJ8039695	XP_781221
KAJ8040143	XP_030852548
KAJ8040175	XP_011677258
KAJ8040207	XP_030852623
KAJ8040271	XP_030851868
KAJ8040399	XP_030851424
KAJ8040431	XP_030845797
KAJ8040495	XP_030852254
KAJ8040527	XP_030852481
KAJ8040591	XP_030835914
KAJ8040623	XP_792724
KAJ8040687	XP_780651
KAJ8040719	XP_790651
KAJ8040751	XP_011680796
KAJ8035439	XP_786922
KAJ8035503	XP_003727072
KAJ8035535	XP_781171
KAJ8035727	XP_782507
KAJ8035855	XP_011673611
KAJ8035983	XP_030829121
KAJ8034415	XP_030845676
KAJ8033615	XP_030838545
KAJ8024435	XP_011672349
KAJ8024531	XP_030846702
KAJ8024563	XP_030846536
KAJ8024659	XP_030845998
KAJ8024723	XP_030842312
KAJ8024819	XP_030853337
KAJ8021811	XP_030842422
KAJ8021907	XP_780812
KAJ8022003	XP_030830110
KAJ8021523	XP_001199433
KAJ8021587	XP_030842463
KAJ8021619	XP_030842883
KAJ8020595	XP_780034
KAJ8020627	XP_030829543
KAJ8020659	XP_030830868
KAJ8020307	XP_030830425
KAJ8020339	XP_001190612
KAJ8020371	XP_798413
KAJ8031254	XP_030837846
KAJ8031030	XP_030849656
KAJ8033862	XP_030838742
KAJ8023347	XP_003723914
KAJ8023283	XP_030845432
KAJ8022643	XP_003723623
KAJ8022675	XP_030835653
KAJ8022627	XP_003726885
KAJ8028838	XP_030837144
KAJ8028870	NP_999797
KAJ8028902	NP_001229579
KAJ8028934	XP_030832247
KAJ8028966	XP_030833151
KAJ8037769	XP_030840027
KAJ8037833	XP_791350
KAJ8037865	XP_800152
KAJ8038025	XP_796773
KAJ8038217	XP_030853459
KAJ8038409	XP_030844829
KAJ8038505	XP_788468
KAJ8038537	XP_030853556
KAJ8038633	XP_793742
KAJ8038665	XP_030853173
KAJ8038697	XP_030853272
KAJ8038953	XP_030854015
KAJ8039273	XP_030853282
KAJ8039401	XP_785096
KAJ8039433	XP_030854128
KAJ8039497	XP_001178255
KAJ8039849	XP_030844252
KAJ8039881	XP_030852535
KAJ8039945	XP_786938
KAJ8040009	XP_030852016
KAJ8040105	XP_030852676
KAJ8040265	XP_011684277
KAJ8040361	XP_030851942
KAJ8040393	XP_030852370
KAJ8040425	XP_030844703
KAJ8040489	XP_780217
KAJ8040521	XP_796894
KAJ8040553	XP_030852190
KAJ8040617	XP_030852735
KAJ8040713	XP_030852415
KAJ8040937	XP_030852755
KAJ8041225	XP_786170
KAJ8041353	XP_030831325
KAJ8041417	XP_785844
KAJ8041449	XP_011676930
KAJ8041641	XP_800234
KAJ8041737	XP_030831323
KAJ8041801	XP_786140
KAJ8041865	XP_030831737
KAJ8041961	XP_030831245
KAJ8041993	XP_030832006
KAJ8042153	XP_030833677
KAJ8042217	XP_030831423
KAJ8042249	XP_030831772
KAJ8042281	XP_030831753
KAJ8042377	XP_030837179
KAJ8042441	XP_003728808
KAJ8042761	XP_030847074
KAJ8042825	XP_030847569
KAJ8042921	XP_030848159
KAJ8042953	XP_030848012
KAJ8043049	XP_030848098
KAJ8043113	XP_030848183
KAJ8043145	XP_003726057
KAJ8043209	XP_030827964
KAJ8043273	XP_030847709
KAJ8043369	XP_030852702
KAJ8043529	XP_784443
KAJ8043593	XP_011671198
KAJ8043625	XP_030848279
KAJ8043881	XP_030848346
KAJ8043945	XP_011678480
KAJ8043977	XP_011678596
KAJ8044009	XP_030847885
KAJ8044041	XP_791029
KAJ8044201	XP_782568
KAJ8044233	XP_030847973
KAJ8044265	XP_030830768
KAJ8044329	XP_030855697
KAJ8044361	XP_030855620
KAJ8044425	XP_030854541
KAJ8044489	XP_011666649
KAJ8044521	XP_782538
KAJ8044553	XP_030855173
KAJ8044585	XP_011668959
KAJ8044617	XP_003725293
KAJ8044745	XP_030854400
KAJ8044841	XP_030854934
KAJ8044905	XP_788012
KAJ8045001	XP_011669995
KAJ8045033	XP_003728912
KAJ8045129	XP_783350
KAJ8045161	XP_030854367
KAJ8045225	XP_030854537
KAJ8045289	XP_786794
KAJ8045385	XP_030855561
KAJ8045481	XP_030854659
KAJ8045513	XP_030844198
KAJ8045545	XP_011666111
KAJ8045673	XP_796785
KAJ8045737	XP_030854574
KAJ8045769	XP_030854923
KAJ8045801	XP_001189397
KAJ8045833	XP_030855109
KAJ8045865	XP_030854219
KAJ8045897	XP_030855588
KAJ8046057	XP_782622
KAJ8046377	XP_003724125
KAJ8046441	XP_030827864
KAJ8046505	XP_003726461
KAJ8046569	XP_030834470
KAJ8046697	XP_030842262
KAJ8046761	XP_030828161
KAJ8046825	XP_787461
KAJ8046921	XP_030827800
KAJ8047017	XP_796219
KAJ8047049	XP_785135
KAJ8047081	XP_003727282
KAJ8047177	XP_030829431
KAJ8047209	XP_030853168
KAJ8047401	XP_030828700
KAJ8047497	XP_030855866
KAJ8047689	XP_003727946
KAJ8047785	XP_030851782
KAJ8048105	XP_030848891
KAJ8049225	XP_030833629
KAJ8049353	XP_030833664
KAJ8049641	XP_030849160
KAJ8049897	XP_030847775
KAJ8050153	XP_030839803
KAJ8050761	XP_030849440
KAJ8050921	XP_030852844
KAJ8051177	XP_011673130
KAJ8051209	XP_030849692
KAJ8018634	XP_030830157
KAJ8018730	XP_030831861
KAJ8019466	XP_030830553
KAJ8019562	XP_030830324
KAJ8019594	XP_030829652
KAJ8019690	XP_030830593
KAJ8019722	XP_030836379
KAJ8019786	XP_030830799
KAJ8019850	XP_030830006
KAJ8019882	XP_030829692
KAJ8019978	XP_791288
KAJ8020202	XP_030830202
KAJ8020298	XP_030830349
KAJ8020362	XP_780795
KAJ8020458	XP_030830339
KAJ8020490	XP_030830265
KAJ8020618	XP_011679843
KAJ8020682	XP_003725623
KAJ8020778	XP_788580
KAJ8020810	XP_003729367
KAJ8020842	XP_030830037
KAJ8020874	XP_030830246
KAJ8021066	XP_030846179
KAJ8021546	XP_030842644
KAJ8021578	XP_030855129
KAJ8021610	XP_030835176
KAJ8021706	XP_030842742
KAJ8021770	XP_030843106
KAJ8021802	XP_030842836
KAJ8021834	XP_780655
KAJ8022090	XP_795530
KAJ8022314	XP_030836009
KAJ8022346	XP_030843182
KAJ8022442	XP_003729044
KAJ8022666	XP_011670594
KAJ8022826	XP_030834883
KAJ8022954	XP_030835947
KAJ8022986	XP_030839237
KAJ8023082	XP_003731161
KAJ8023114	XP_030838089
KAJ8023178	XP_030853431
KAJ8023498	XP_030855189
KAJ8023690	XP_030853866
KAJ8023786	XP_003725489
KAJ8023914	XP_030844687
KAJ8024106	XP_011677142
KAJ8024138	XP_030844864
KAJ8024298	XP_011663784
KAJ8024458	XP_011681945
KAJ8024554	XP_030849155
KAJ8024906	XP_030839526
KAJ8024938	XP_030846652
KAJ8024970	XP_011664810
KAJ8025130	XP_030830347
KAJ8025162	XP_030845917
KAJ8025354	XP_787511
KAJ8025386	XP_030841556
KAJ8025418	XP_030841824
KAJ8025482	XP_011682732
KAJ8025514	XP_030841225
KAJ8025642	XP_030842176
KAJ8025674	XP_030841512
KAJ8025834	XP_030847159
KAJ8025866	XP_030841404
KAJ8025930	XP_030841312
KAJ8025994	XP_030842156
KAJ8026122	XP_030841389
KAJ8026186	XP_789237
KAJ8026314	XP_795937
KAJ8026378	XP_011662403
KAJ8026538	XP_030851281
KAJ8026698	XP_030828285
KAJ8026762	XP_030851296
KAJ8026922	XP_030850531
KAJ8026986	XP_030850453
KAJ8027274	XP_030851027
KAJ8027466	XP_030850868
KAJ8027530	XP_030850701
KAJ8027722	XP_794143
KAJ8027850	XP_030837086
KAJ8027882	XP_030836727
KAJ8027978	XP_030836807
KAJ8028010	XP_785479
KAJ8028234	XP_030851044
KAJ8028426	XP_011668438
KAJ8028458	XP_030836660
KAJ8028554	XP_030836460
KAJ8028714	XP_786444
KAJ8028746	XP_030836441
KAJ8028810	XP_030837000
KAJ8028874	XP_030832529
KAJ8029002	XP_030847348
KAJ8029130	XP_001197111
KAJ8029162	XP_030832614
KAJ8029418	XP_789313
KAJ8029482	XP_030832817
KAJ8029546	XP_030833090
KAJ8029738	XP_784137
KAJ8029962	XP_030832973
KAJ8030186	XP_030838169
KAJ8030250	XP_030837311
KAJ8030698	XP_030838082
KAJ8030762	XP_030837723
KAJ8030922	XP_030837656
KAJ8030954	XP_030837242
KAJ8030986	XP_781024
KAJ8031210	XP_030838010
KAJ8031306	XP_030837559
KAJ8031562	XP_030844386
KAJ8031658	XP_003723996
KAJ8031946	XP_003724958
KAJ8031978	XP_030845467
KAJ8032074	XP_030837417
KAJ8032106	XP_030833739
KAJ8032170	XP_001194806
KAJ8032522	XP_030844421
KAJ8032842	XP_030852298
KAJ8032874	XP_030839714
KAJ8032906	XP_030838577
KAJ8033034	XP_783874
KAJ8033322	XP_030839285
KAJ8033482	XP_011677017
KAJ8033706	XP_030839264
KAJ8033770	XP_030838958
KAJ8033930	XP_795412
KAJ8034090	XP_030839603
KAJ8034154	XP_030834315
KAJ8034442	XP_030855320
KAJ8034762	XP_030834771
KAJ8034794	XP_011681457
KAJ8034858	XP_030834127
KAJ8035178	XP_030833588
KAJ8035210	XP_030832860
KAJ8035274	XP_030833423
KAJ8035338	XP_011678789
KAJ8035530	XP_030856114
KAJ8035562	XP_030828956
KAJ8035690	XP_011675818
KAJ8035722	XP_030856356
KAJ8035786	XP_011665931
KAJ8035818	XP_003723421
KAJ8035914	XP_030828425
KAJ8035946	XP_780403
KAJ8036010	XP_030828249
KAJ8036042	XP_030829174
KAJ8036074	XP_001198732
KAJ8036202	NP_001116985
KAJ8036394	XP_030828336
KAJ8036554	XP_030829348
KAJ8036586	XP_782559
KAJ8036618	XP_030853964
KAJ8036746	XP_030841515
KAJ8036906	XP_030854863
KAJ8037066	XP_011670994
KAJ8037098	XP_011680849
KAJ8037130	XP_030840482
KAJ8037162	XP_030840359
KAJ8037418	XP_030854946
KAJ8037546	XP_793565
KAJ8037610	XP_003729573
KAJ8037642	XP_793337
KAJ8037674	XP_030839974
KAJ8037706	XP_003726567
KAJ8037738	XP_030840768
KAJ8037770	XP_030840156
KAJ8037930	XP_780445
KAJ8037962	XP_030840144
KAJ8038058	XP_030839934
KAJ8038090	NP_001229581
KAJ8038122	XP_011661834
KAJ8038186	XP_030855565
KAJ8038218	XP_030853527
KAJ8038250	XP_030853112
KAJ8038314	XP_030852939
KAJ8038410	XP_001182174
KAJ8038506	XP_030828020
KAJ8038634	XP_030853216
KAJ8038666	XP_030853978
KAJ8038698	XP_030853351
KAJ8038730	XP_030854058
KAJ8038922	XP_011670922
KAJ8039114	XP_030845721
KAJ8039274	XP_011667183
KAJ8039434	XP_030853380
KAJ8039498	XP_003728161
KAJ8039562	XP_003723288
KAJ8039690	XP_030852409
KAJ8039818	XP_030852720
KAJ8039850	XP_030852269
KAJ8039946	XP_030852253
KAJ8039978	XP_030851551
KAJ8040106	XP_030852236
KAJ8040266	XP_030851809
KAJ8040298	XP_783750
KAJ8040330	XP_798465
KAJ8040618	XP_030852669
KAJ8040746	XP_030851529
KAJ8040778	XP_030852058
KAJ8040810	XP_786847
KAJ8040938	XP_030851931
KAJ8041066	XP_030831022
KAJ8041194	XP_001180414
KAJ8041226	XP_785848
KAJ8041258	XP_011670481
KAJ8041418	XP_030831600
KAJ8041450	XP_030831299
KAJ8041514	XP_030831320
KAJ8041578	XP_011674418
KAJ8041706	XP_030831328
KAJ8041738	XP_030832641
KAJ8041834	XP_030831198
KAJ8041962	XP_794275
KAJ8042090	XP_030831285
KAJ8042218	XP_001196796
KAJ8042442	XP_030831740
KAJ8042634	XP_030847677
KAJ8042730	XP_030847371
KAJ8042762	XP_030847145
KAJ8042794	XP_030836064
KAJ8042826	XP_030848141
KAJ8042858	XP_030847831
KAJ8042922	XP_030848156
KAJ8043146	XP_030848120
KAJ8043210	XP_001177216
KAJ8043274	XP_011671183
KAJ8043370	XP_003727589
KAJ8043466	XP_030842057
KAJ8043530	XP_030831622
KAJ8043594	XP_797257
KAJ8043658	XP_030852052
KAJ8043754	XP_030847429
KAJ8043786	XP_030847805
KAJ8043882	XP_030848016
KAJ8043946	XP_003725867
KAJ8044202	XP_780290
KAJ8044330	NP_001123284
KAJ8044362	XP_030855154
KAJ8044522	XP_781117
KAJ8044618	XP_030855034
KAJ8044714	XP_030854565
KAJ8044746	XP_784598
KAJ8044778	XP_030855420
KAJ8044906	XP_799303
KAJ8044970	XP_030855652
KAJ8045034	XP_030855367
KAJ8045098	XP_030854762
KAJ8045130	XP_030854954
KAJ8045162	XP_781177
KAJ8045226	XP_011677529
KAJ8045322	XP_030855408
KAJ8045386	XP_030855462
KAJ8045514	XP_781658
KAJ8045578	XP_011667623
KAJ8045610	XP_030829286
KAJ8045738	XP_030855572
KAJ8045770	XP_780697
KAJ8045834	NP_001075434
KAJ8045898	XP_011666372
KAJ8045962	XP_030855532
KAJ8045994	XP_003725046
KAJ8046058	XP_011673505
KAJ8046250	XP_030839365
KAJ8046378	XP_786323
KAJ8046410	XP_011676549
KAJ8046442	XP_782919
KAJ8046474	XP_030828747
KAJ8046538	XP_781712
KAJ8046602	XP_030828320
KAJ8046762	XP_030856255
KAJ8046794	XP_003724586
KAJ8046826	XP_783220
KAJ8046922	XP_795811
KAJ8047082	XP_030828961
KAJ8047146	XP_030828600
KAJ8047562	XP_030829073
KAJ8047978	XP_011676257
KAJ8048138	XP_030849254
KAJ8049130	XP_030849826
KAJ8049322	XP_030848988
KAJ8049642	XP_011660461
KAJ8049738	XP_799672
KAJ8051146	XP_030836275
KAJ8017611	XP_030839976
KAJ8017739	XP_011671542
KAJ8019467	XP_781489
KAJ8019563	XP_011678919
KAJ8019595	XP_030852696
KAJ8019659	XP_030832191
KAJ8019819	XP_790472
KAJ8019851	XP_030830858
KAJ8019883	XP_011661121
KAJ8020107	XP_030839650
KAJ8020235	XP_030843894
KAJ8020395	XP_030852778
KAJ8020427	XP_011673664
KAJ8020491	XP_011684124
KAJ8020779	NP_001118233
KAJ8020811	XP_030828394
KAJ8020843	XP_784087
KAJ8020875	XP_011669063
KAJ8021099	XP_030834006
KAJ8021195	XP_030842626
KAJ8021291	XP_030843188
KAJ8021419	XP_003726436
KAJ8021547	XP_030843227
KAJ8021611	XP_030835184
KAJ8021707	XP_030843107
KAJ8021739	XP_030842447
KAJ8021803	XP_030842909
KAJ8022059	XP_030842461
KAJ8022091	XP_030843064
KAJ8022219	XP_003724429
KAJ8022379	XP_030835782
KAJ8022411	XP_030834916
KAJ8022443	XP_030834895
KAJ8022507	XP_030835244
KAJ8022603	XP_030835820
KAJ8022635	XP_030835785
KAJ8022667	XP_794448
KAJ8022827	XP_030835232
KAJ8023083	XP_793717
KAJ8023435	XP_003731188
KAJ8023467	XP_030845490
KAJ8023499	XP_030845120
KAJ8023659	XP_030844983
KAJ8023947	XP_030845068
KAJ8024139	NP_999809
KAJ8024203	XP_003726457
KAJ8024235	XP_030845517
