HOLleu_40989	MGLB19768
HOLleu_35036	MGLB15693
HOLleu_35496	MGLB08236
HOLleu_32889	MGLB04435
HOLleu_32927	MGLB10141
HOLleu_33007	MGLB04640
HOLleu_33048	MGLB04133
HOLleu_33209	MGLB04863
HOLleu_33253	MGLB04609
HOLleu_33413	MGLB04426
HOLleu_33454	MGLB05006
HOLleu_33594	MGLB04921
HOLleu_33673	MGLB04762
HOLleu_33754	MGLB10659
HOLleu_33790	MGLB04562
HOLleu_33912	MGLB04872
HOLleu_33955	MGLB05674
HOLleu_34200	MGLB04772
HOLleu_31214	MGLB02256
HOLleu_31256	MGLB02354
HOLleu_31349	MGLB02014
HOLleu_31391	MGLB01921
HOLleu_31567	MGLB02213
HOLleu_31606	MGLB01907
HOLleu_31690	MGLB13139
HOLleu_31769	MGLB02038
HOLleu_31809	MGLB01835
HOLleu_31888	MGLB01859
HOLleu_32160	MGLB01792
HOLleu_32283	MGLB01926
HOLleu_32330	MGLB01794
HOLleu_32374	MGLB01982
HOLleu_32576	MGLB01716
HOLleu_32693	MGLB02443
HOLleu_30084	MGLB02939
HOLleu_30166	MGLB03306
HOLleu_30242	MGLB03113
HOLleu_30368	MGLB02982
HOLleu_30568	MGLB03238
HOLleu_30689	MGLB02554
HOLleu_30869	MGLB02873
HOLleu_30946	MGLB03304
HOLleu_31194	MGLB03257
HOLleu_28159	MGLB06690
HOLleu_28197	MGLB05916
HOLleu_28236	MGLB06618
HOLleu_28416	MGLB06011
HOLleu_28455	MGLB06122
HOLleu_28566	MGLB06315
HOLleu_28685	MGLB06582
HOLleu_28799	MGLB06601
HOLleu_28838	MGLB05850
HOLleu_28968	MGLB06168
HOLleu_29007	MGLB05952
HOLleu_29123	MGLB05929
HOLleu_29416	MGLB06388
HOLleu_26873	MGLB14526
HOLleu_26907	MGLB12302
HOLleu_26986	MGLB14743
HOLleu_27177	MGLB14818
HOLleu_27351	MGLB15100
HOLleu_27468	MGLB14764
HOLleu_27513	MGLB14462
HOLleu_27608	MGLB14531
HOLleu_24577	MGLB05405
HOLleu_25361	MGLB05324
HOLleu_25871	MGLB05539
HOLleu_25907	MGLB05653
HOLleu_26104	MGLB05686
HOLleu_26183	MGLB07766
HOLleu_23113	MGLB09538
HOLleu_23231	MGLB09710
HOLleu_23395	MGLB09835
HOLleu_23522	MGLB14998
HOLleu_24316	MGLB09560
HOLleu_24514	MGLB10015
HOLleu_21094	MGLB03825
HOLleu_21732	MGLB03667
HOLleu_21948	MGLB03552
HOLleu_22357	MGLB03735
HOLleu_22441	MGLB05107
HOLleu_19239	MGLB11705
HOLleu_19358	MGLB12553
HOLleu_19483	MGLB08123
HOLleu_19735	MGLB11195
HOLleu_19777	MGLB11127
HOLleu_19821	MGLB10975
HOLleu_19900	MGLB12147
HOLleu_20019	MGLB12289
HOLleu_20055	MGLB12623
HOLleu_20349	MGLB12600
HOLleu_20483	MGLB12701
HOLleu_20563	MGLB11642
HOLleu_20603	MGLB11022
HOLleu_20766	MGLB12643
HOLleu_17699	MGLB01027
HOLleu_17791	MGLB00961
HOLleu_17908	MGLB00643
HOLleu_17987	MGLB00254
HOLleu_18261	MGLB00263
HOLleu_18382	MGLB16042
HOLleu_18422	MGLB00780
HOLleu_18464	MGLB01212
HOLleu_18594	MGLB00970
HOLleu_18706	MGLB00356
HOLleu_18989	MGLB00344
HOLleu_19030	MGLB00986
HOLleu_15564	MGLB13095
HOLleu_15616	MGLB13521
HOLleu_15830	MGLB13100
HOLleu_15949	MGLB11083
HOLleu_16151	MGLB13671
HOLleu_16191	MGLB13392
HOLleu_16235	MGLB13243
HOLleu_16481	MGLB13454
HOLleu_16522	MGLB13683
HOLleu_16599	MGLB13672
HOLleu_16813	MGLB13107
HOLleu_16932	MGLB09526
HOLleu_16974	MGLB13213
HOLleu_17107	MGLB14790
HOLleu_17150	MGLB13775
HOLleu_13980	MGLB20618
HOLleu_14306	MGLB20538
HOLleu_14389	MGLB20513
HOLleu_14500	MGLB20270
HOLleu_14547	MGLB06206
HOLleu_14587	MGLB20866
HOLleu_14708	MGLB20255
HOLleu_14750	MGLB20239
HOLleu_14795	MGLB20281
HOLleu_14959	MGLB20516
HOLleu_15210	MGLB00976
HOLleu_11934	MGLB09272
HOLleu_11973	MGLB09284
HOLleu_12110	MGLB08451
HOLleu_12186	MGLB10595
HOLleu_12224	MGLB11330
HOLleu_12394	MGLB08877
HOLleu_12435	MGLB08852
HOLleu_12560	MGLB08597
HOLleu_12594	MGLB08814
HOLleu_12707	MGLB02694
HOLleu_12786	MGLB08599
HOLleu_12906	MGLB09277
HOLleu_12948	MGLB08406
HOLleu_13109	MGLB08418
HOLleu_13143	MGLB14827
HOLleu_13222	MGLB09115
HOLleu_13258	MGLB09112
HOLleu_13334	MGLB08567
HOLleu_13499	MGLB09328
HOLleu_13573	MGLB08424
HOLleu_09570	MGLB07849
HOLleu_09607	MGLB07612
HOLleu_09684	MGLB08051
HOLleu_09805	MGLB07310
HOLleu_09848	MGLB18034
HOLleu_10073	MGLB12983
HOLleu_10194	MGLB07337
HOLleu_10238	MGLB04233
HOLleu_10296	MGLB07514
HOLleu_10764	MGLB07403
HOLleu_10892	MGLB07678
HOLleu_11179	MGLB07461
HOLleu_11226	MGLB07774
HOLleu_11307	MGLB07248
HOLleu_11343	MGLB12977
HOLleu_11385	MGLB12859
HOLleu_11589	MGLB07197
HOLleu_07053	MGLB16358
HOLleu_07166	MGLB16291
HOLleu_07212	MGLB16904
HOLleu_07710	MGLB16764
HOLleu_07837	MGLB20917
HOLleu_07875	MGLB16662
HOLleu_07915	MGLB17161
HOLleu_08105	MGLB16187
HOLleu_08185	MGLB16226
HOLleu_08226	MGLB16489
HOLleu_08268	MGLB03573
HOLleu_08347	MGLB16204
HOLleu_08424	MGLB16991
HOLleu_08499	MGLB16334
HOLleu_08572	MGLB16066
HOLleu_08611	MGLB16860
HOLleu_08647	MGLB16785
HOLleu_08719	MGLB16608
HOLleu_08759	MGLB18754
HOLleu_08801	MGLB17502
HOLleu_08846	MGLB17087
HOLleu_08883	MGLB17286
HOLleu_08930	MGLB17255
HOLleu_08968	MGLB16562
HOLleu_09008	MGLB12103
HOLleu_09048	MGLB17094
HOLleu_09133	MGLB06224
HOLleu_09223	MGLB16880
HOLleu_04863	MGLB11959
HOLleu_04987	MGLB11315
HOLleu_05026	MGLB17283
HOLleu_05112	MGLB12640
HOLleu_05190	MGLB12547
HOLleu_05425	MGLB11374
HOLleu_05502	MGLB12674
HOLleu_05544	MGLB11930
HOLleu_05801	MGLB12497
HOLleu_05977	MGLB12255
HOLleu_06057	MGLB12160
HOLleu_06102	MGLB12559
HOLleu_06149	MGLB11112
HOLleu_06352	MGLB11595
HOLleu_06388	MGLB11454
HOLleu_06466	MGLB09017
HOLleu_06591	MGLB11276
HOLleu_06631	MGLB02999
HOLleu_06745	MGLB11365
HOLleu_06831	MGLB12208
HOLleu_00276	MGLB14263
HOLleu_00511	MGLB18071
HOLleu_01732	MGLB14390
HOLleu_02161	MGLB10176
HOLleu_02246	MGLB01268
HOLleu_02286	MGLB10764
HOLleu_02516	MGLB14106
HOLleu_02562	MGLB03152
HOLleu_03561	MGLB14212
HOLleu_04472	MGLB14131
HOLleu_04561	MGLB05135
HOLleu_44644	MGLB02002
HOLleu_44008	MGLB02250
HOLleu_42875	MGLB01586
HOLleu_42123	MGLB06904
HOLleu_41024	MGLB19436
HOLleu_41078	MGLB19384
HOLleu_41120	MGLB01833
HOLleu_41243	MGLB10444
HOLleu_41324	MGLB19419
HOLleu_41518	MGLB20032
HOLleu_41565	MGLB19105
HOLleu_41653	MGLB19221
HOLleu_41916	MGLB19620
HOLleu_41958	MGLB00860
HOLleu_39855	MGLB19017
HOLleu_40053	MGLB19944
HOLleu_40093	MGLB19041
HOLleu_40172	MGLB19263
HOLleu_40254	MGLB17583
HOLleu_40458	MGLB19175
HOLleu_40542	MGLB10598
HOLleu_40579	MGLB19799
HOLleu_38320	MGLB18394
HOLleu_38486	MGLB14075
HOLleu_38523	MGLB06894
HOLleu_38563	MGLB18147
HOLleu_38707	MGLB18291
HOLleu_38823	MGLB09561
HOLleu_38860	MGLB18447
HOLleu_38983	MGLB18219
HOLleu_39026	MGLB18112
HOLleu_39061	MGLB18474
HOLleu_39098	MGLB05121
HOLleu_39139	MGLB18578
HOLleu_37215	MGLB18218
HOLleu_37295	MGLB10446
HOLleu_37462	MGLB10698
HOLleu_37509	MGLB10514
HOLleu_37629	MGLB01968
HOLleu_37712	MGLB10380
HOLleu_37748	MGLB17269
HOLleu_37952	MGLB05714
HOLleu_38121	MGLB01468
HOLleu_38243	MGLB10536
HOLleu_35879	MGLB17839
HOLleu_36323	MGLB17858
HOLleu_36408	MGLB17944
HOLleu_36530	MGLB08059
HOLleu_36739	MGLB17735
HOLleu_36779	MGLB17689
HOLleu_34331	MGLB15763
HOLleu_34370	MGLB15565
HOLleu_34450	MGLB15435
HOLleu_34702	MGLB15166
HOLleu_34745	MGLB15522
HOLleu_34827	MGLB15472
HOLleu_34999	MGLB15741
HOLleu_35039	MGLB15685
HOLleu_35079	MGLB15239
HOLleu_35249	MGLB15865
HOLleu_32890	MGLB06972
HOLleu_32929	MGLB04572
HOLleu_32966	MGLB04545
HOLleu_33049	MGLB10825
HOLleu_33210	MGLB04775
HOLleu_33254	MGLB04301
HOLleu_33294	MGLB04667
HOLleu_33332	MGLB04362
HOLleu_33456	MGLB17481
HOLleu_33595	MGLB04516
HOLleu_33636	MGLB04217
HOLleu_39729	MGLB19101
HOLleu_40014	MGLB19111
HOLleu_40056	MGLB09546
HOLleu_40096	MGLB19273
HOLleu_40461	MGLB19557
HOLleu_40500	MGLB04001
HOLleu_40582	MGLB19804
HOLleu_40716	MGLB00707
HOLleu_38323	MGLB18565
HOLleu_38528	MGLB18779
HOLleu_38566	MGLB18584
HOLleu_38710	MGLB18294
HOLleu_38750	MGLB12286
HOLleu_38791	MGLB18548
HOLleu_38864	MGLB18190
HOLleu_38906	MGLB18203
HOLleu_38948	MGLB18660
HOLleu_39144	MGLB18227
HOLleu_39442	MGLB18289
HOLleu_39531	MGLB18744
HOLleu_39602	MGLB00608
HOLleu_39635	MGLB18630
HOLleu_37174	MGLB10620
HOLleu_37298	MGLB10604
HOLleu_37342	MGLB10621
HOLleu_37515	MGLB10395
HOLleu_37556	MGLB10311
HOLleu_37593	MGLB12452
HOLleu_37632	MGLB10736
HOLleu_37715	MGLB10818
HOLleu_42808	MGLB02790
HOLleu_45133	MGLB15919
HOLleu_44959	MGLB18585
HOLleu_23121	MGLB09441
HOLleu_23404	MGLB09923
HOLleu_25916	MGLB20079
HOLleu_26078	MGLB00528
HOLleu_28847	MGLB06588
HOLleu_28890	MGLB06135
HOLleu_28977	MGLB06444
HOLleu_29017	MGLB06106
HOLleu_28537	MGLB06835
HOLleu_28616	MGLB05986
HOLleu_28732	MGLB06331
HOLleu_28770	MGLB06793
HOLleu_32293	MGLB01876
HOLleu_32622	MGLB02011
HOLleu_29806	MGLB05664
HOLleu_29890	MGLB03150
HOLleu_28391	MGLB17447
HOLleu_28432	MGLB06158
HOLleu_28470	MGLB05842
HOLleu_28509	MGLB06310
HOLleu_28544	MGLB06061
HOLleu_28623	MGLB06579
HOLleu_28665	MGLB06152
HOLleu_28705	MGLB06486
HOLleu_28900	MGLB05882
HOLleu_29026	MGLB19197
HOLleu_29064	MGLB06268
HOLleu_29141	MGLB05922
HOLleu_29182	MGLB06239
HOLleu_29223	MGLB06712
HOLleu_29355	MGLB06831
HOLleu_29437	MGLB06765
HOLleu_29570	MGLB06737
HOLleu_26496	MGLB14770
HOLleu_26576	MGLB14902
HOLleu_26624	MGLB14806
HOLleu_26805	MGLB14810
HOLleu_26850	MGLB14864
HOLleu_27276	MGLB15008
HOLleu_27332	MGLB14512
HOLleu_32395	MGLB01723
HOLleu_32512	MGLB02432
HOLleu_32591	MGLB01866
HOLleu_32630	MGLB01337
HOLleu_32710	MGLB02025
HOLleu_29936	MGLB02509
HOLleu_29979	MGLB02688
HOLleu_30144	MGLB02961
HOLleu_30220	MGLB02941
HOLleu_30473	MGLB03258
HOLleu_35815	MGLB17665
HOLleu_35861	MGLB17752
HOLleu_36136	MGLB17699
HOLleu_33279	MGLB04135
HOLleu_39952	MGLB05803
HOLleu_17612	MGLB01138
HOLleu_17654	MGLB00592
HOLleu_17705	MGLB08319
HOLleu_20811	MGLB11752
HOLleu_20645	MGLB11450
HOLleu_20773	MGLB17409
HOLleu_05730	MGLB12583
HOLleu_05771	MGLB11156
HOLleu_05857	MGLB12687
HOLleu_05985	MGLB12251
HOLleu_05433	MGLB12501
HOLleu_05552	MGLB11412
HOLleu_12233	MGLB08889
HOLleu_12568	MGLB08968
HOLleu_12646	MGLB09219
HOLleu_12681	MGLB08876
HOLleu_12793	MGLB08873
HOLleu_12832	MGLB19416
HOLleu_12995	MGLB08615
HOLleu_13034	MGLB08668
HOLleu_13191	MGLB09026
HOLleu_13421	MGLB09204
HOLleu_13508	MGLB08833
HOLleu_13544	MGLB06420
HOLleu_13580	MGLB08550
HOLleu_09578	MGLB07541
HOLleu_09620	MGLB07939
HOLleu_09774	MGLB07910
HOLleu_09857	MGLB07673
HOLleu_10080	MGLB08021
HOLleu_10162	MGLB07713
HOLleu_10303	MGLB07412
HOLleu_10432	MGLB07682
HOLleu_10619	MGLB07341
HOLleu_19073	MGLB18499
HOLleu_19158	MGLB01072
HOLleu_15573	MGLB06868
HOLleu_15837	MGLB13108
HOLleu_15957	MGLB13677
HOLleu_15994	MGLB13382
HOLleu_16036	MGLB13605
HOLleu_16201	MGLB13742
HOLleu_16289	MGLB13246
HOLleu_16418	MGLB06751
HOLleu_16490	MGLB13156
HOLleu_16529	MGLB13655
HOLleu_16568	MGLB13164
HOLleu_16820	MGLB20161
HOLleu_16860	MGLB13298
HOLleu_16981	MGLB13638
HOLleu_22665	MGLB03451
HOLleu_22753	MGLB03934
HOLleu_19247	MGLB11965
HOLleu_19492	MGLB12358
HOLleu_19662	MGLB12095
HOLleu_19742	MGLB12594
HOLleu_22410	MGLB10955
HOLleu_35653	MGLB17838
HOLleu_35930	MGLB17904
HOLleu_36297	MGLB04050
HOLleu_36420	MGLB08102
HOLleu_36460	MGLB02237
HOLleu_25183	MGLB01309
HOLleu_25364	MGLB05475
HOLleu_25492	MGLB19317
HOLleu_25746	MGLB06628
HOLleu_25909	MGLB05566
HOLleu_26072	MGLB05542
HOLleu_22865	MGLB09944
HOLleu_22904	MGLB13127
HOLleu_23114	MGLB09837
HOLleu_23195	MGLB10095
HOLleu_23351	MGLB05711
HOLleu_23436	MGLB07617
HOLleu_23563	MGLB09678
HOLleu_23997	MGLB07340
HOLleu_24081	MGLB08114
HOLleu_24234	MGLB03314
HOLleu_24515	MGLB10111
HOLleu_20831	MGLB10132
HOLleu_21095	MGLB03495
HOLleu_21786	MGLB03534
HOLleu_22358	MGLB03531
HOLleu_19241	MGLB11851
HOLleu_19321	MGLB11140
HOLleu_19443	MGLB12620
HOLleu_19525	MGLB11176
HOLleu_19564	MGLB11266
HOLleu_19608	MGLB12473
HOLleu_19778	MGLB11699
HOLleu_19822	MGLB11249
HOLleu_19939	MGLB11964
HOLleu_20056	MGLB11648
HOLleu_20435	MGLB12491
HOLleu_20486	MGLB12173
HOLleu_20604	MGLB16869
HOLleu_20725	MGLB11260
HOLleu_20807	MGLB12338
HOLleu_17569	MGLB00308
HOLleu_17872	MGLB00977
HOLleu_17909	MGLB00619
HOLleu_18226	MGLB01120
HOLleu_18263	MGLB00916
HOLleu_12353	MGLB08793
HOLleu_12439	MGLB09083
HOLleu_03570	MGLB13972
HOLleu_03614	MGLB01274
HOLleu_18666	MGLB01035
HOLleu_18751	MGLB00975
HOLleu_18792	MGLB00940
HOLleu_18990	MGLB00783
HOLleu_15565	MGLB13810
HOLleu_15831	MGLB13495
HOLleu_15950	MGLB13781
HOLleu_15988	MGLB03818
HOLleu_16110	MGLB13722
HOLleu_16152	MGLB13228
HOLleu_16192	MGLB13774
HOLleu_16689	MGLB07654
HOLleu_16894	MGLB17220
HOLleu_16933	MGLB13770
HOLleu_17108	MGLB17924
HOLleu_17151	MGLB13426
HOLleu_17238	MGLB13388
HOLleu_13981	MGLB20740
HOLleu_14108	MGLB20546
HOLleu_14190	MGLB20231
HOLleu_14309	MGLB20647
HOLleu_14626	MGLB20553
HOLleu_14671	MGLB21001
HOLleu_14709	MGLB20343
HOLleu_14797	MGLB20444
HOLleu_14836	MGLB20874
HOLleu_14878	MGLB20686
HOLleu_14961	MGLB20609
HOLleu_15092	MGLB20815
HOLleu_15392	MGLB20741
HOLleu_11899	MGLB08629
HOLleu_11974	MGLB09298
HOLleu_12152	MGLB09299
HOLleu_12225	MGLB08366
HOLleu_12264	MGLB08765
HOLleu_12514	MGLB09038
HOLleu_12639	MGLB08802
HOLleu_12708	MGLB09122
HOLleu_12787	MGLB08896
HOLleu_12908	MGLB08699
HOLleu_12949	MGLB08829
HOLleu_13144	MGLB09132
HOLleu_13223	MGLB08656
HOLleu_13259	MGLB09108
HOLleu_13298	MGLB08708
HOLleu_13500	MGLB08817
HOLleu_09571	MGLB07393
HOLleu_09610	MGLB07740
HOLleu_09685	MGLB07083
HOLleu_09806	MGLB07719
HOLleu_09850	MGLB18035
HOLleu_09977	MGLB07828
HOLleu_10074	MGLB07867
HOLleu_10109	MGLB07625
HOLleu_10195	MGLB11417
HOLleu_10297	MGLB07258
HOLleu_10425	MGLB07825
HOLleu_10648	MGLB07559
HOLleu_10765	MGLB18757
HOLleu_10802	MGLB07140
HOLleu_10852	MGLB03821
HOLleu_11180	MGLB07877
HOLleu_11269	MGLB12111
HOLleu_11308	MGLB07526
HOLleu_11386	MGLB07362
HOLleu_11590	MGLB07974
HOLleu_11632	MGLB07613
HOLleu_07054	MGLB16812
HOLleu_07091	MGLB16914
HOLleu_07167	MGLB17320
HOLleu_07294	MGLB17096
HOLleu_07334	MGLB16175
HOLleu_07368	MGLB16246
HOLleu_07403	MGLB01095
HOLleu_07584	MGLB16587
HOLleu_07711	MGLB17260
HOLleu_07793	MGLB17112
HOLleu_07916	MGLB17014
HOLleu_07952	MGLB01394
HOLleu_08067	MGLB16336
HOLleu_08106	MGLB16886
HOLleu_08186	MGLB16235
HOLleu_08269	MGLB17311
HOLleu_08389	MGLB05049
HOLleu_08500	MGLB16097
HOLleu_08534	MGLB15032
HOLleu_08574	MGLB16435
HOLleu_08720	MGLB17025
HOLleu_08847	MGLB17092
HOLleu_08884	MGLB16624
HOLleu_08931	MGLB16405
HOLleu_08969	MGLB16848
HOLleu_09009	MGLB17171
HOLleu_09221	MGLB16772
HOLleu_05027	MGLB12664
HOLleu_05113	MGLB12434
HOLleu_05191	MGLB11498
HOLleu_05332	MGLB12432
HOLleu_05462	MGLB04327
HOLleu_05545	MGLB11020
HOLleu_05626	MGLB12075
HOLleu_05764	MGLB12187
HOLleu_05890	MGLB12007
HOLleu_05938	MGLB11676
HOLleu_05978	MGLB12661
HOLleu_06103	MGLB12720
HOLleu_06151	MGLB12625
HOLleu_06389	MGLB12550
HOLleu_06516	MGLB12146
HOLleu_06746	MGLB15860
HOLleu_00278	MGLB14312
HOLleu_02067	MGLB16730
HOLleu_02477	MGLB14022
HOLleu_02517	MGLB17498
HOLleu_02843	MGLB07542
HOLleu_03047	MGLB06029
HOLleu_03245	MGLB01184
HOLleu_04079	MGLB14265
HOLleu_04642	MGLB14321
HOLleu_04689	MGLB14025
HOLleu_43276	MGLB19043
HOLleu_43112	MGLB16757
HOLleu_42411	MGLB15051
HOLleu_41080	MGLB19791
HOLleu_41206	MGLB19614
HOLleu_41244	MGLB19927
HOLleu_41371	MGLB19507
HOLleu_41415	MGLB20533
HOLleu_41519	MGLB19437
HOLleu_41615	MGLB19596
HOLleu_41654	MGLB19908
HOLleu_41782	MGLB19718
HOLleu_39727	MGLB19953
HOLleu_39856	MGLB19481
HOLleu_39933	MGLB19020
HOLleu_40012	MGLB19152
HOLleu_40054	MGLB18964
HOLleu_40094	MGLB19208
HOLleu_40255	MGLB19122
HOLleu_40335	MGLB19508
HOLleu_40459	MGLB19464
HOLleu_40498	MGLB19529
HOLleu_40541	MGLB19811
HOLleu_40580	MGLB19814
HOLleu_40829	MGLB15619
HOLleu_38787	MGLB18324
HOLleu_38824	MGLB16180
HOLleu_38861	MGLB18740
HOLleu_38984	MGLB18736
HOLleu_39027	MGLB17600
HOLleu_39063	MGLB18874
HOLleu_39099	MGLB18656
HOLleu_39140	MGLB18281
HOLleu_39231	MGLB18711
HOLleu_39482	MGLB05123
HOLleu_39565	MGLB18221
HOLleu_37172	MGLB10706
HOLleu_37216	MGLB18767
HOLleu_37668	MGLB06067
HOLleu_37827	MGLB10668
HOLleu_38003	MGLB10725
HOLleu_38037	MGLB06298
HOLleu_38161	MGLB10347
HOLleu_38202	MGLB14823
HOLleu_35957	MGLB16342
HOLleu_36324	MGLB05651
HOLleu_36488	MGLB17990
HOLleu_36780	MGLB17877
HOLleu_37000	MGLB17834
HOLleu_34371	MGLB15956
HOLleu_34491	MGLB15886
HOLleu_35000	MGLB15530
HOLleu_35040	MGLB15622
HOLleu_35250	MGLB15247
HOLleu_35285	MGLB15754
HOLleu_32891	MGLB04312
HOLleu_32930	MGLB04372
HOLleu_32967	MGLB04193
HOLleu_33050	MGLB04918
HOLleu_33093	MGLB04089
HOLleu_33133	MGLB04338
HOLleu_33255	MGLB04228
HOLleu_33295	MGLB04196
HOLleu_33498	MGLB04737
HOLleu_33542	MGLB04591
HOLleu_33637	MGLB04303
HOLleu_33712	MGLB04771
HOLleu_33959	MGLB04726
HOLleu_34085	MGLB04190
HOLleu_34125	MGLB04864
HOLleu_34202	MGLB04274
HOLleu_31395	MGLB13003
HOLleu_31608	MGLB01519
HOLleu_31692	MGLB02490
HOLleu_31890	MGLB02062
HOLleu_32286	MGLB01605
HOLleu_32378	MGLB02106
HOLleu_32416	MGLB08064
HOLleu_32616	MGLB01744
HOLleu_32695	MGLB01676
HOLleu_29755	MGLB02998
HOLleu_29922	MGLB03284
HOLleu_29961	MGLB03124
HOLleu_30092	MGLB02801
HOLleu_30417	MGLB02235
HOLleu_30646	MGLB03118
HOLleu_30691	MGLB02608
HOLleu_30827	MGLB03350
HOLleu_31030	MGLB02874
HOLleu_31158	MGLB02849
HOLleu_28122	MGLB06351
HOLleu_28279	MGLB10715
HOLleu_28457	MGLB06727
HOLleu_28492	MGLB06428
HOLleu_28801	MGLB06744
HOLleu_28883	MGLB06208
HOLleu_28970	MGLB06778
HOLleu_29208	MGLB14017
HOLleu_29508	MGLB06698
HOLleu_26520	MGLB15002
HOLleu_27102	MGLB03368
HOLleu_27180	MGLB14473
HOLleu_27258	MGLB14720
HOLleu_27470	MGLB14920
HOLleu_27515	MGLB14622
HOLleu_27565	MGLB14502
HOLleu_27867	MGLB14877
HOLleu_27993	MGLB14577
HOLleu_24792	MGLB05444
HOLleu_25320	MGLB05763
HOLleu_25365	MGLB05446
HOLleu_25619	MGLB05362
HOLleu_26073	MGLB05218
HOLleu_22905	MGLB20530
HOLleu_22945	MGLB09539
HOLleu_22992	MGLB09426
HOLleu_23070	MGLB09533
HOLleu_23157	MGLB02719
HOLleu_23524	MGLB10099
HOLleu_24037	MGLB09856
HOLleu_24125	MGLB09493
HOLleu_24318	MGLB09497
HOLleu_24516	MGLB09505
HOLleu_20875	MGLB03583
HOLleu_21735	MGLB03408
HOLleu_21790	MGLB11555
HOLleu_21872	MGLB03467
HOLleu_22319	MGLB03589
HOLleu_22360	MGLB04028
HOLleu_22443	MGLB04003
HOLleu_22527	MGLB04020
HOLleu_19240	MGLB11017
HOLleu_19277	MGLB11788
HOLleu_19401	MGLB12844
HOLleu_19445	MGLB12089
HOLleu_19485	MGLB12239
HOLleu_19567	MGLB11331
HOLleu_19609	MGLB01241
HOLleu_19737	MGLB11131
HOLleu_19781	MGLB12099
HOLleu_19862	MGLB14288
HOLleu_19902	MGLB11761
HOLleu_19940	MGLB11433
HOLleu_20113	MGLB12368
HOLleu_20270	MGLB12697
HOLleu_20352	MGLB11728
HOLleu_20565	MGLB11654
HOLleu_20605	MGLB10365
HOLleu_20643	MGLB11124
HOLleu_20808	MGLB12040
HOLleu_17570	MGLB00305
HOLleu_17794	MGLB01875
HOLleu_17834	MGLB00559
HOLleu_17873	MGLB00672
HOLleu_17910	MGLB00545
HOLleu_18227	MGLB20148
HOLleu_18385	MGLB00434
HOLleu_18467	MGLB00845
HOLleu_18518	MGLB01442
HOLleu_18559	MGLB01088
HOLleu_18597	MGLB00283
HOLleu_18631	MGLB01200
HOLleu_18667	MGLB00290
HOLleu_18874	MGLB19865
HOLleu_18916	MGLB16036
HOLleu_19033	MGLB00291
HOLleu_19068	MGLB01001
HOLleu_19109	MGLB01041
HOLleu_19192	MGLB00821
HOLleu_15566	MGLB13166
HOLleu_15619	MGLB00088
HOLleu_15701	MGLB13198
HOLleu_15832	MGLB13552
HOLleu_15951	MGLB13232
HOLleu_16111	MGLB13493
HOLleu_16153	MGLB13802
HOLleu_16194	MGLB13179
HOLleu_16484	MGLB13562
HOLleu_16563	MGLB00053
HOLleu_16934	MGLB13292
HOLleu_17152	MGLB13042
HOLleu_17239	MGLB13111
HOLleu_17321	MGLB20167
HOLleu_13771	MGLB20402
HOLleu_13937	MGLB20649
HOLleu_13982	MGLB20236
HOLleu_14109	MGLB20310
HOLleu_14148	MGLB20753
HOLleu_14310	MGLB20967
HOLleu_14466	MGLB01757
HOLleu_14502	MGLB20482
HOLleu_14589	MGLB01916
HOLleu_14962	MGLB20577
HOLleu_15133	MGLB20329
HOLleu_15176	MGLB20743
HOLleu_15212	MGLB20490
HOLleu_15393	MGLB20925
HOLleu_11773	MGLB09049
HOLleu_11935	MGLB08799
HOLleu_11975	MGLB08616
HOLleu_12226	MGLB08703
HOLleu_12265	MGLB08757
HOLleu_12351	MGLB08394
HOLleu_12437	MGLB08462
HOLleu_12596	MGLB08932
HOLleu_12640	MGLB08379
HOLleu_12753	MGLB09216
HOLleu_12910	MGLB08689
HOLleu_13072	MGLB08362
HOLleu_13224	MGLB08759
HOLleu_13501	MGLB08598
HOLleu_09436	MGLB07717
HOLleu_09572	MGLB07942
HOLleu_09612	MGLB07180
HOLleu_09651	MGLB07565
HOLleu_09686	MGLB07976
HOLleu_09728	MGLB07079
HOLleu_09807	MGLB07446
HOLleu_09934	MGLB07298
HOLleu_09978	MGLB07448
HOLleu_10110	MGLB07211
HOLleu_10196	MGLB07584
HOLleu_10298	MGLB07477
HOLleu_10426	MGLB07966
HOLleu_10650	MGLB08032
HOLleu_10766	MGLB07419
HOLleu_10994	MGLB07675
HOLleu_11047	MGLB07348
HOLleu_11181	MGLB18031
HOLleu_11270	MGLB07962
HOLleu_11309	MGLB10150
HOLleu_11478	MGLB07690
HOLleu_11592	MGLB07534
HOLleu_07055	MGLB16171
HOLleu_07092	MGLB16176
HOLleu_07296	MGLB16953
HOLleu_07405	MGLB16172
HOLleu_07530	MGLB16501
HOLleu_07585	MGLB16433
HOLleu_07628	MGLB16506
HOLleu_07879	MGLB17525
HOLleu_08030	MGLB16167
HOLleu_08069	MGLB17322
HOLleu_08107	MGLB16483
HOLleu_08187	MGLB16998
HOLleu_08390	MGLB05054
HOLleu_08803	MGLB16412
HOLleu_08849	MGLB16132
HOLleu_08932	MGLB16409
HOLleu_09010	MGLB16739
HOLleu_09091	MGLB16327
HOLleu_09137	MGLB16995
HOLleu_09224	MGLB16293
HOLleu_04866	MGLB11636
HOLleu_04903	MGLB11181
HOLleu_04991	MGLB19734
HOLleu_05028	MGLB11268
HOLleu_05071	MGLB12400
HOLleu_05114	MGLB11799
HOLleu_05152	MGLB12210
